enhet_kode,maned,dimensjon,maling,antall_avvik,antall_rader,andel_avvik_pst
KIR,2022-12-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,28,1852,1.51
TSB,2024-11-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,18,1068,1.69
REH,2023-02-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,14,923,1.52
KIR,2023-06-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,15,1072,1.4
BUP,2022-11-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,19,1072,1.77
REH,2024-11-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,13,1039,1.25
KIR,2024-09-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,16,1054,1.52
TSB,2022-09-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,18,1011,1.78
ORT,2023-03-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,11,1089,1.01
TSB,2023-07-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,13,1028,1.26
TSB,2024-02-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,19,1029,1.85
BUP,2022-07-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,15,1012,1.48
MED,2024-10-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,16,1049,1.53
ONK,2024-10-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,12,1080,1.11
DPS,2025-02-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,9,965,0.93
BUP,2025-12-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,35,1952,1.79
TSB,2023-02-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,16,953,1.68
REH,2024-02-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,21,980,2.14
KIR,2023-01-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,13,1033,1.26
REH,2025-02-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,15,867,1.73
BUP,2022-02-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,12,932,1.29
ONK,2025-09-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,18,1020,1.76
ORT,2022-08-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,14,1040,1.35
DPS,2023-07-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,21,1042,2.02
BUP,2024-03-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,12,1080,1.11
BUP,2024-01-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,15,1054,1.42
KIR,2022-06-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,16,967,1.65
ORT,2025-07-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,10,997,1.0
MED,2025-09-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,14,1036,1.35
DPS,2022-09-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,13,1062,1.22
TSB,2025-02-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,19,957,1.99
BUP,2025-06-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,16,1042,1.54
KIR,2022-03-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,24,1065,2.25
DPS,2023-02-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,8,929,0.86
DPS,2024-02-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,13,973,1.34
ORT,2023-10-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,9,1127,0.8
KIR,2024-06-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,18,1062,1.69
DPS,2024-11-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,16,1058,1.51
ONK,2025-03-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,10,1057,0.95
MED,2025-03-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,17,1060,1.6
ONK,2025-08-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,15,1066,1.41
KIR,2025-02-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,8,937,0.85
DPS,2022-12-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,32,1876,1.71
DPS,2023-06-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,14,1052,1.33
MED,2023-08-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,14,1072,1.31
DPS,2024-09-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,13,1047,1.24
TSB,2022-03-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,21,978,2.15
MED,2024-12-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,38,1965,1.93
TSB,2022-06-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,9,1003,0.9
DPS,2023-05-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,21,1074,1.96
DPS,2025-04-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,22,1089,2.02
ORT,2022-07-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,9,1099,0.82
ONK,2023-08-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,15,1120,1.34
TSB,2024-06-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,17,1017,1.67
MED,2025-08-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,14,1079,1.3
ORT,2022-11-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,12,1031,1.16
ONK,2025-05-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,27,1111,2.43
MED,2023-11-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,14,1012,1.38
REH,2024-06-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,16,1017,1.57
REH,2022-06-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,16,971,1.65
REH,2022-03-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,15,1055,1.42
ONK,2024-12-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,47,1938,2.43
BUP,2023-03-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,24,1058,2.27
MED,2025-05-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,18,1023,1.76
DPS,2023-01-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,14,1093,1.28
ORT,2025-12-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,19,1856,1.02
ONK,2023-11-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,15,1043,1.44
REH,2023-12-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,28,1885,1.49
REH,2024-04-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,17,1020,1.67
BUP,2023-11-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,24,1038,2.31
BUP,2025-03-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,13,1067,1.22
BUP,2024-12-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,26,1839,1.41
KIR,2022-04-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,27,981,2.75
KIR,2023-09-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,15,995,1.51
MED,2023-03-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,12,1045,1.15
TSB,2023-12-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,29,1882,1.54
BUP,2023-08-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,18,1088,1.65
BUP,2025-05-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,16,1094,1.46
ORT,2024-10-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,11,1089,1.01
TSB,2024-04-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,24,1037,2.31
DPS,2025-10-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,12,1051,1.14
ONK,2023-03-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,18,1149,1.57
BUP,2025-08-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,18,1101,1.63
MED,2023-04-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,11,978,1.12
KIR,2022-08-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,16,1038,1.54
ONK,2023-04-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,17,1028,1.65
BUP,2023-07-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,26,1087,2.39
BUP,2022-09-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,22,1073,2.05
ONK,2024-07-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,30,1069,2.81
KIR,2023-10-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,16,1058,1.51
ONK,2025-01-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,13,1133,1.15
REH,2022-11-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,12,1015,1.18
MED,2025-01-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,23,1129,2.04
MED,2024-08-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,15,1048,1.43
TSB,2025-12-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,27,1860,1.45
ORT,2022-03-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,13,1035,1.26
ONK,2024-08-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,18,1007,1.79
BUP,2024-11-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,14,1012,1.38
ONK,2022-01-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,19,1064,1.79
MED,2025-11-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,17,1027,1.66
TSB,2022-07-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,14,1057,1.32
MED,2024-05-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,22,1042,2.11
MED,2022-01-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,22,1132,1.94
DPS,2024-01-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,19,1071,1.77
DPS,2024-03-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,11,1019,1.08
DPS,2022-02-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,16,963,1.66
MED,2022-10-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,24,1047,2.29
BUP,2024-02-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,13,978,1.33
ORT,2022-06-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,7,1004,0.7
ONK,2025-11-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,17,990,1.72
ORT,2024-06-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,11,1039,1.06
KIR,2025-07-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,11,1065,1.03
REH,2022-07-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,14,1072,1.31
DPS,2025-06-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,19,1026,1.85
TSB,2022-11-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,11,1045,1.05
ONK,2022-10-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,21,1050,2.0
REH,2025-12-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,30,1877,1.6
BUP,2023-02-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,5,979,0.51
MED,2024-07-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,14,1110,1.26
ONK,2024-05-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,12,1115,1.08
TSB,2023-06-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,16,1038,1.54
TSB,2022-12-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,25,1800,1.39
REH,2024-09-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,15,1003,1.5
KIR,2024-11-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,13,1013,1.28
DPS,2024-06-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,18,1053,1.71
KIR,2023-02-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,18,989,1.82
BUP,2023-10-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,25,1045,2.39
MED,2022-05-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,15,1041,1.44
DPS,2022-03-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,12,1083,1.11
REH,2023-01-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,20,1087,1.84
KIR,2024-02-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,14,1001,1.4
BUP,2025-07-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,13,1028,1.26
TSB,2024-09-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,14,1005,1.39
REH,2022-12-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,36,1802,2.0
TSB,2023-05-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,21,1057,1.99
ORT,2022-02-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,16,950,1.68
KIR,2023-07-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,21,1051,2.0
KIR,2022-09-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,14,1052,1.33
REH,2023-06-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,5,1043,0.48
ONK,2022-05-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,17,1071,1.59
REH,2023-05-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,11,1043,1.05
TSB,2023-01-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,11,1075,1.02
REH,2025-04-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,16,1059,1.51
ORT,2024-01-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,16,1089,1.47
TSB,2025-04-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,15,1052,1.43
ORT,2024-03-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,15,1024,1.46
BUP,2022-08-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,12,1084,1.11
ORT,2025-06-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,9,1016,0.89
DPS,2022-06-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,19,1027,1.85
MED,2023-05-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,20,1079,1.85
DPS,2023-11-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,9,1005,0.9
ONK,2022-12-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,38,1840,2.07
DPS,2025-05-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,16,1059,1.51
MED,2023-01-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,13,1084,1.2
ONK,2024-09-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,11,1072,1.03
MED,2025-04-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,16,1007,1.59
DPS,2023-08-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,15,1077,1.39
MED,2024-09-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,16,1017,1.57
TSB,2022-05-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,16,1072,1.49
ONK,2023-01-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,17,1099,1.55
KIR,2024-10-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,11,1060,1.04
ONK,2023-06-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,13,1088,1.19
DPS,2025-03-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,27,1026,2.63
MED,2023-06-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,14,967,1.45
MED,2022-12-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,29,1853,1.57
DPS,2024-12-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,37,1789,2.07
ORT,2023-09-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,11,1010,1.09
ONK,2023-05-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,17,1087,1.56
REH,2022-05-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,17,1040,1.63
DPS,2025-08-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,21,1050,2.0
ORT,2022-04-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,5,1070,0.47
ONK,2025-04-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,16,1034,1.55
BUP,2025-10-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,15,1039,1.44
ORT,2024-09-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,18,1028,1.75
ORT,2023-05-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,12,1041,1.15
DPS,2022-11-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,18,1026,1.75
REH,2025-06-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,17,1023,1.66
DPS,2022-07-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,18,1107,1.63
ORT,2025-04-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,10,1051,0.95
TSB,2024-01-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,13,1081,1.2
REH,2024-01-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,25,1040,2.4
REH,2022-02-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,17,932,1.82
MED,2022-04-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,20,1000,2.0
TSB,2022-02-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,18,933,1.93
TSB,2025-06-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,19,1003,1.89
DPS,2025-12-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,47,1963,2.39
ONK,2023-09-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,21,1018,2.06
ORT,2023-01-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,11,1039,1.06
KIR,2023-03-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,11,1098,1.0
TSB,2024-03-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,15,1057,1.42
REH,2024-03-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,12,1037,1.16
ORT,2023-06-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,12,978,1.23
ORT,2022-12-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,15,1877,0.8
ONK,2022-04-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,16,981,1.63
MED,2023-09-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,16,1036,1.54
BUP,2025-02-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,25,962,2.6
KIR,2025-05-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,13,1065,1.22
BUP,2023-09-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,7,1019,0.69
KIR,2025-08-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,13,1056,1.23
KIR,2024-12-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,20,1886,1.06
MED,2025-02-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,12,922,1.3
TSB,2025-09-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,19,1048,1.81
KIR,2023-11-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,16,1002,1.6
DPS,2024-10-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,21,1048,2.0
ONK,2025-02-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,18,913,1.97
KIR,2025-03-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,14,1012,1.38
ORT,2025-10-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,13,1039,1.25
REH,2025-09-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,16,1048,1.53
KIR,2023-08-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,11,1054,1.04
BUP,2022-04-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,15,1051,1.43
ORT,2022-05-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,13,1035,1.26
DPS,2024-08-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,16,1064,1.5
DPS,2023-04-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,14,1009,1.39
DPS,2024-07-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,20,1094,1.83
DPS,2025-11-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,22,1092,2.01
MED,2024-01-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,19,1041,1.83
REH,2023-09-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,16,1018,1.57
ONK,2024-03-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,14,1097,1.28
DPS,2022-10-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,11,1051,1.05
ONK,2024-01-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,21,1016,2.07
BUP,2025-09-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,10,1009,0.99
DPS,2025-01-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,15,1088,1.38
KIR,2023-12-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,35,1919,1.82
TSB,2023-09-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,17,1074,1.58
TSB,2022-04-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,16,1012,1.58
DPS,2022-01-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,23,1058,2.17
MED,2022-02-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,17,1028,1.65
KIR,2024-04-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,18,1016,1.77
DPS,2024-05-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,10,1119,0.89
MED,2024-03-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,18,1037,1.74
ONK,2025-06-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,19,1017,1.87
REH,2022-04-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,16,1005,1.59
MED,2025-06-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,20,1025,1.95
ONK,2022-02-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,16,969,1.65
MED,2022-08-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,14,1034,1.35
KIR,2022-01-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,20,1179,1.7
MED,2025-07-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,19,1097,1.73
MED,2023-10-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,21,1031,2.04
KIR,2022-10-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,15,1020,1.47
ONK,2025-07-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,15,1074,1.4
DPS,2023-12-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,30,1825,1.64
KIR,2025-01-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,20,1037,1.93
KIR,2024-07-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,14,1044,1.34
KIR,2025-11-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,19,1042,1.82
ONK,2023-10-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,18,1065,1.69
KIR,2024-05-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,14,1028,1.36
BUP,2022-05-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,18,1132,1.59
DPS,2024-04-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,9,1046,0.86
REH,2025-10-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,16,1070,1.5
ORT,2025-09-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,17,978,1.74
ONK,2022-08-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,15,1081,1.39
KIR,2023-04-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,16,981,1.63
TSB,2025-10-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,11,1070,1.03
KIR,2024-08-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,22,1089,2.02
BUP,2023-12-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,30,1827,1.64
REH,2025-03-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,10,1040,0.96
ORT,2022-01-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,16,1081,1.48
TSB,2023-11-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,17,1088,1.56
ORT,2025-01-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,11,1063,1.03
TSB,2025-08-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,18,1038,1.73
MED,2022-03-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,21,1037,2.03
KIR,2025-09-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,18,1057,1.7
REH,2023-11-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,19,1030,1.84
DPS,2022-05-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,12,1060,1.13
REH,2025-08-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,13,1090,1.19
ONK,2022-06-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,20,1048,1.91
REH,2023-08-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,18,1063,1.69
TSB,2024-12-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,26,1881,1.38
REH,2024-12-01 00:00:00,Unikhet,Duplikat ved overføring mellom enheter,21,1903,1.1
